Latitude(deg),Longitude(deg),(East),(North),Day,Hour,Minute,(m/s),(deg),u(m/s),v(m/s),w(m/s),"u""(m/s)","v""(m/s)","w""(m/s)",uv(m/s),uw(m/s),vw(m/s)
39.703129,-7.748782,32960.86,3942.3,9,3,20,0.49257889,160.34199524,-0.13596804,0.38062277,0.00768872,0.05830143,0.11047789,0.05233285,0.01422269,0.00702623,-0.03811554
39.703129,-7.748782,32960.86,3942.3,9,3,25,0.46673444,169.12524414,-0.06487899,0.33771288,0.07310166,0.12153164,0.0574215,0.03839943,-0.03391854,0.03475889,-0.02853901
39.703129,-7.748782,32960.86,3942.3,9,3,30,0.33051765,153.75112915,-0.10070565,0.20422103,0.06728045,0.03350759,0.0596917,0.02509215,0.00202924,0.00655333,-0.01345614
39.703129,-7.748782,32960.86,3942.3,9,3,35,0.46215194,171.52584839,-0.01584108,0.10632335,0.14853191,0.1011946,0.19728802,0.07599749,-0.07118112,0.05493322,-0.08846295
39.703129,-7.748782,32960.86,3942.3,9,3,40,0.26027834,127.80496216,-0.13005738,0.10090087,0.06114314,0.02529623,0.03834665,0.02746828,-0.00498857,0.00064129,-0.00335924
39.703129,-7.748782,32960.86,3942.3,9,3,45,0.38692278,126.95562744,-0.26098141,0.19634689,0.06844359,0.04069659,0.04047241,0.0328523,-0.00041941,0.00666318,-0.0105695
39.703129,-7.748782,32960.86,3942.3,9,3,50,0.50923449,151.67802429,-0.1894702,0.35156137,0.05422,0.11212288,0.06713689,0.06054382,-0.00222458,0.02180439,-0.02021991
39.703129,-7.748782,32960.86,3942.3,9,3,55,0.42579886,154.0165863,-0.13628496,0.27963093,0.0589885,0.06836736,0.07599522,0.03480449,-0.00843184,0.01631979,-0.0254504
39.703129,-7.748782,32960.86,3942.3,9,4,0,0.44519576,180.25204468,0.00053007,0.12049572,0.03764706,0.14019531,0.14816727,0.07800719,-0.0498746,0.01143655,-0.02660142
39.703129,-7.748782,32960.86,3942.3,9,4,5,0.38612375,173.68109131,-0.02605141,0.2352588,0.08338443,0.07392146,0.11138503,0.04908604,0.01027641,0.00941416,-0.0252382
39.703129,-7.748782,32960.86,3942.3,9,4,10,0.6595301,173.28552246,-0.04967811,0.42196932,0.05739167,0.25313854,0.28320658,0.11352058,-0.10802669,0.05829362,-0.08144416
39.703129,-7.748782,32960.86,3942.3,9,4,15,0.55015308,127.45039368,-0.31092107,0.23815073,0.00304283,0.09096244,0.16501956,0.08257907,0.00512185,0.02553508,-0.01726171
39.703129,-7.748782,32960.86,3942.3,9,4,20,0.56880957,130.71694946,-0.35247517,0.30335799,0.03056324,0.1448812,0.1835876,0.11173455,-0.0607143,0.06885175,-0.07501446
39.703129,-7.748782,32960.86,3942.3,9,4,25,0.58944744,137.75128174,-0.31500661,0.34681094,0.0771538,0.11817846,0.10087786,0.09325792,-0.00878027,0.02189288,-0.01987489
39.703129,-7.748782,32960.86,3942.3,9,4,30,0.90469128,134.3062439,-0.57423592,0.56049556,0.004725,0.17099679,0.16264419,0.17316368,0.00202563,0.04075692,-0.07320388
39.703129,-7.748782,32960.86,3942.3,9,4,35,0.8813495,137.33508301,-0.52584952,0.57055831,-0.01522413,0.18194075,0.28086865,0.21079184,-0.05382036,0.08224714,-0.14098199
39.703129,-7.748782,32960.86,3942.3,9,4,40,0.98436153,132.50817871,-0.59526873,0.54561967,0.0156224,0.33822834,0.23199497,0.23062423,-0.04973042,0.11572368,-0.07724065
39.703129,-7.748782,32960.86,3942.3,9,4,45,1.06145573,146.19691467,-0.48778734,0.72856319,0.00214631,0.36957383,0.35137585,0.28025481,-0.02336582,0.13008195,-0.11515093
39.703129,-7.748782,32960.86,3942.3,9,4,51,1.02444911,143.06257629,-0.49699375,0.66103375,-0.022018,0.33793852,0.36816296,0.17043893,-0.08446027,0.05295989,-0.12797922
39.703129,-7.748782,32960.86,3942.3,9,4,56,0.87926441,221.41957092,0.30480179,0.34549177,0.07439573,0.53293175,0.3114582,0.13781263,-0.0997855,0.06961665,-0.12730524
39.703129,-7.748782,32960.86,3942.3,9,5,1,0.47833812,154.55953979,-0.15737098,0.33081943,0.04646726,0.08460005,0.12697156,0.06561121,-0.00559153,0.01784658,-0.03111705
39.703129,-7.748782,32960.86,3942.3,9,5,6,0.51368976,222.74247742,0.18707263,0.20242731,0.14860356,0.11226936,0.17311282,0.02267683,-0.01607205,0.00315514,-0.0185784
39.703129,-7.748782,32960.86,3942.3,9,5,11,0.81843323,174.85647583,-0.05449263,0.60538286,-0.03961173,0.21932241,0.24661168,0.10412394,0.04839677,-0.01664817,-0.0641904
39.703129,-7.748782,32960.86,3942.3,9,5,16,0.33779648,33.97589874,-0.03514533,-0.0521524,0.10388499,0.03270841,0.12626548,0.04229926,0.01596691,0.00179137,-0.0490373
39.703129,-7.748782,32960.86,3942.3,9,5,21,0.52714825,165.4276886,-0.09810911,0.37739426,0.07073654,0.11977659,0.09290628,0.08504848,-0.00375897,0.03506623,-0.01631675
39.703129,-7.748782,32960.86,3942.3,9,5,26,0.63157862,180.05259705,0.00047225,0.51449013,0.17038994,0.13480581,0.17217699,0.10749803,0.02911117,0.02355611,-0.05901498
39.703129,-7.748782,32960.86,3942.3,9,5,31,0.78277463,152.20095825,-0.31728294,0.60180497,-0.00607899,0.21403906,0.23679435,0.13489595,-0.12400863,0.08204251,-0.11117504
39.703129,-7.748782,32960.86,3942.3,9,5,36,0.44168699,137.35316467,-0.24484862,0.26583439,0.08775371,0.08950806,0.05696186,0.0459251,-0.01819466,0.02020426,-0.01523188
39.703129,-7.748782,32960.86,3942.3,9,5,41,0.56919104,170.94940186,-0.0793366,0.49806455,0.046775,0.06013572,0.09771722,0.04833735,-0.0006479,0.00844292,-0.02771753
39.703129,-7.748782,32960.86,3942.3,9,5,46,0.66276169,175.72032166,-0.04098764,0.54771584,0.06272788,0.14725606,0.16385114,0.08837671,-0.00844009,0.01821441,-0.05193157
39.703129,-7.748782,32960.86,3942.3,9,5,51,0.57385838,145.58540344,-0.27516273,0.40164542,0.01342276,0.08805177,0.10349905,0.05897772,0.00192775,0.01147142,-0.02429766
39.703129,-7.748782,32960.86,3942.3,9,5,56,0.77994573,159.84910583,-0.23243155,0.63340509,-0.02738044,0.14415525,0.23693404,0.08415277,-0.01297733,0.00987823,-0.06372593
39.703129,-7.748782,32960.86,3942.3,9,6,1,0.81620157,141.40660095,-0.42653084,0.53443217,-0.01392333,0.204881,0.25017679,0.1389527,-0.04083198,0.05518959,-0.10303079
39.703129,-7.748782,32960.86,3942.3,9,6,6,0.62216711,157.01667786,-0.17195067,0.40541831,0.06316113,0.15930711,0.1810669,0.07952189,0.02112803,0.0349949,-0.05695375
39.703129,-7.748782,32960.86,3942.3,9,6,11,0.75761181,185.01077271,0.05576304,0.63599664,-0.01566406,0.19606723,0.23604013,0.07856847,0.07439815,0.0038542,-0.03030668
39.703129,-7.748782,32960.86,3942.3,9,6,16,0.65840745,181.25140381,0.01098315,0.50278324,0.12306449,0.20290942,0.13308692,0.06906237,0.02700133,0.00350978,-0.057535
39.703129,-7.748782,32960.86,3942.3,9,6,21,0.86577868,172.81478882,-0.09663381,0.76652706,-0.08434927,0.1629494,0.26652959,0.14240314,-0.04485187,0.06500376,-0.07753314
39.703129,-7.748782,32960.86,3942.3,9,6,26,1.20491707,185.79450989,0.09537059,0.93980175,0.15019999,0.47557279,0.60903543,0.3047162,0.16305649,0.09234371,-0.16045399
39.703129,-7.748782,32960.86,3942.3,9,6,31,1.02451122,176.96878052,-0.04773429,0.90142548,0.09567738,0.25541377,0.37396622,0.1581843,0.01348701,0.0437289,-0.10165202
39.703129,-7.748782,32960.86,3942.3,9,6,36,0.90518785,196.98937988,0.20198488,0.66110069,0.14565071,0.3802098,0.34857294,0.13963127,0.08880483,0.04021313,-0.102035
39.703129,-7.748782,32960.86,3942.3,9,6,41,1.01486993,202.40797424,0.29601464,0.71790189,0.21032661,0.47403386,0.2788358,0.11765018,0.07256328,0.03327,-0.04134263
39.703129,-7.748782,32960.86,3942.3,9,6,46,1.20960486,196.09118652,0.2874403,0.99643564,0.14854999,0.48140481,0.31860176,0.18481725,0.14688529,0.00752502,-0.05791768
39.703129,-7.748782,32960.86,3942.3,9,6,51,1.32743764,225.34695435,0.85018712,0.83995223,0.26790369,0.64813638,0.46012601,0.14716718,0.26797366,-0.03682817,-0.0953371
39.703129,-7.748782,32960.86,3942.3,9,6,56,0.88919491,182.56744385,0.03477536,0.77553564,0.04768705,0.19583818,0.20145933,0.12099908,0.05756197,0.01937951,-0.05609053
39.703129,-7.748782,32960.86,3942.3,9,7,1,1.18769729,196.65766907,0.28021598,0.93652153,0.11804199,0.54377049,0.38216197,0.18476452,0.09892845,0.05375355,-0.11402451
39.703129,-7.748782,32960.86,3942.3,9,7,6,1.30952466,221.46517944,0.64065874,0.72502023,0.16804865,0.97553158,0.38934654,0.19371112,0.15125085,0.09437312,-0.1043956
39.703129,-7.748782,32960.86,3942.3,9,7,11,1.56588459,215.35209656,0.81074125,1.14284635,0.199325,0.65571833,0.63651651,0.17019078,0.24683905,-0.03066627,-0.1335856
39.703129,-7.748782,32960.86,3942.3,9,7,16,0.96392381,172.56944275,-0.08900115,0.68242109,0.11823029,0.67289096,0.31886551,0.18554704,-0.01922004,0.14801715,-0.07591207
39.703129,-7.748782,32960.86,3942.3,9,7,21,1.12785876,143.39447021,-0.58367032,0.78575432,0.10843026,0.39891541,0.34602651,0.27024969,-0.02178831,0.06323294,-0.14908558
39.703129,-7.748782,32960.86,3942.3,9,7,26,0.99829698,171.24440002,-0.13550146,0.87979555,0.06480587,0.19973454,0.34865865,0.15408924,-0.02268381,0.03366368,-0.12988301
39.703129,-7.748782,32960.86,3942.3,9,7,31,0.89403075,167.11856079,-0.15889789,0.6948185,0.0552,0.3547135,0.28098226,0.17035258,-0.06593005,0.0804567,-0.12564878
39.703129,-7.748782,32960.86,3942.3,9,7,36,0.99253476,184.91903687,0.06713198,0.78001541,0.06907182,0.33449295,0.33949336,0.15453352,0.08517108,0.00269768,-0.1071519
39.703129,-7.748782,32960.86,3942.3,9,7,41,1.00356007,188.2331543,0.12990116,0.89777195,0.08492918,0.19978364,0.32495588,0.16101545,0.06985116,0.00893037,-0.08884374
39.703129,-7.748782,32960.86,3942.3,9,7,46,1.17887175,192.13197327,0.2042691,0.95024306,0.01710382,0.43536767,0.51171154,0.28285685,-0.01559375,0.13369659,-0.1480049
39.703129,-7.748782,32960.86,3942.3,9,7,51,1.48600769,201.21272278,0.47562042,1.22541523,0.18223333,0.61481577,0.55127424,0.23393033,0.22791764,0.02938097,-0.16427615
39.703129,-7.748782,32960.86,3942.3,9,7,56,1.4374845,229.61434937,0.99147373,0.84338224,0.27148142,0.54988867,0.64623511,0.1760897,0.2120652,-0.07439892,-0.13914433
39.703129,-7.748782,32960.86,3942.3,9,8,1,1.72064185,209.52848816,0.76413596,1.34903991,0.23225296,0.61603242,0.74597943,0.31089416,0.16929191,-0.0028316,-0.2257662
39.703129,-7.748782,32960.86,3942.3,9,8,6,1.06578672,202.35420227,0.35738233,0.86904579,0.24230962,0.31093583,0.21371177,0.09351598,0.01812775,0.05313358,-0.0474407
39.703129,-7.748782,32960.86,3942.3,9,8,11,0.96364439,185.71199036,0.08070718,0.80687255,0.15969671,0.30064353,0.30716902,0.17646846,0.06434344,-0.00428056,-0.10146904
39.703129,-7.748782,32960.86,3942.3,9,8,16,1.36097491,200.95794678,0.41443494,1.08201301,0.12278333,0.62421244,0.40333539,0.20353654,0.15422897,0.05591719,-0.12164358
39.703129,-7.748782,32960.86,3942.3,9,8,21,1.22080326,191.89930725,0.21101703,1.0014075,0.24200633,0.44109794,0.59626347,0.23977527,0.21925996,0.03020135,-0.14551221
39.703129,-7.748782,32960.86,3942.3,9,8,26,1.71222138,180.27671814,0.00706208,1.46223819,0.10825362,0.84194994,0.83302402,0.44518977,-0.12189354,0.23395357,-0.29446983
39.703129,-7.748782,32960.86,3942.3,9,8,31,1.675313,202.62794495,0.55431312,1.32982314,0.30682051,0.72401989,0.75347066,0.36100984,0.09554856,-0.0092744,-0.21400116
39.703129,-7.748782,32960.86,3942.3,9,8,36,1.27423131,199.20672607,0.36098301,1.03621078,0.26415667,0.3828004,0.66273832,0.21154131,0.01393028,0.03949386,-0.17067531
39.703129,-7.748782,32960.86,3942.3,9,8,41,1.7266295,187.40994263,0.18321617,1.40877235,0.0158307,0.9746592,0.68401355,0.48876107,0.01495103,0.2591359,-0.2153805
39.703129,-7.748782,32960.86,3942.3,9,8,46,1.02376187,193.34585571,0.17779769,0.74945712,0.20393933,0.61749721,0.27642733,0.17988686,0.12339573,0.10711008,-0.00972151
39.703129,-7.748782,32960.86,3942.3,9,8,51,1.29148293,177.23521423,-0.05246969,1.08650386,0.05399433,0.42371604,0.63878125,0.29407805,0.00382866,0.05759211,-0.20419997
39.703129,-7.748782,32960.86,3942.3,9,8,56,1.91365802,181.47462463,0.04093964,1.5903424,0.1375504,1.19416618,0.96303672,0.43158251,0.2941646,-0.01861889,-0.30554041
39.703129,-7.748782,32960.86,3942.3,9,9,1,1.3334837,193.99058533,0.26325804,1.05660975,0.15305333,0.6643939,0.52201182,0.30595946,0.13612698,0.10254805,-0.18030027
39.703129,-7.748782,32960.86,3942.3,9,9,6,1.49212253,188.4785614,0.18689963,1.2537837,0.14619397,0.69088709,0.65685123,0.30561543,0.09791769,0.02385914,-0.14987534
39.703129,-7.748782,32960.86,3942.3,9,9,11,1.62460899,187.59895325,0.16980679,1.27282083,0.1961723,0.86303955,1.05563378,0.56168205,0.00513533,0.20170759,-0.33083284
39.703129,-7.748782,32960.86,3942.3,9,9,16,1.79988921,188.96037292,0.24092868,1.5280025,0.20797533,1.01804376,1.06601655,0.56343353,0.13596399,0.17750204,-0.34181774
39.703129,-7.748782,32960.86,3942.3,9,9,21,1.83927906,170.58821106,-0.24020498,1.44911027,0.13818666,1.30543745,1.32847464,0.6820966,-0.13760732,0.30080917,-0.53267425
39.703129,-7.748782,32960.86,3942.3,9,9,26,1.70295095,182.24172974,0.05408141,1.38154912,0.33765373,0.95741248,1.14618409,0.51228535,0.12289385,0.12977348,-0.25670996
39.703129,-7.748782,32960.86,3942.3,9,9,31,2.20994806,188.1401062,0.25799727,1.80372989,0.14988835,1.41313422,1.75653648,0.61431652,0.36409175,0.20402461,-0.37077057
39.703129,-7.748782,32960.86,3942.3,9,9,37,2.0534606,182.35011292,0.07333152,1.78681719,0.05188135,1.2535274,1.01535594,0.55507904,0.14342932,0.21855901,-0.2750296
39.703129,-7.748782,32960.86,3942.3,9,9,42,1.68036568,177.54023743,-0.06103161,1.42074883,0.06519413,0.83801943,0.66049802,0.46278834,-0.00527679,0.21598931,-0.24919967
39.703129,-7.748782,32960.86,3942.3,9,9,47,1.28603601,196.91307068,0.31557152,1.03781641,0.20509,0.60796267,0.65552837,0.32758525,0.21135277,0.06703398,-0.18632384
39.703129,-7.748782,32960.86,3942.3,9,9,52,1.46721292,219.70773315,0.8573252,1.03236949,0.25638393,0.54940218,0.28931198,0.17710653,0.07755928,0.0011176,-0.08202667
39.703129,-7.748782,32960.86,3942.3,9,9,57,1.49222875,155.13165283,-0.51817995,1.11793959,0.04496584,0.7699244,0.74037254,0.52834851,-0.14216882,0.22847401,-0.28273514
39.703129,-7.748782,32960.86,3942.3,9,10,2,2.42497039,180.62530518,0.02214904,2.02938294,0.12653224,1.6902107,1.97293842,0.66025949,0.01872688,0.23686354,-0.58840096
39.703129,-7.748782,32960.86,3942.3,9,10,7,1.67834508,174.87811279,-0.11836802,1.32059109,0.06396333,1.25147653,1.12445748,0.39635611,0.13126971,0.21781322,-0.26933196
39.703129,-7.748782,32960.86,3942.3,9,10,12,1.52475703,170.39576721,-0.20007023,1.18235505,0.12225629,0.9120602,0.70562828,0.40778589,-0.0694318,0.17872684,-0.21999349
39.703129,-7.748782,32960.86,3942.3,9,10,17,1.79074299,197.08262634,0.44129017,1.43598545,0.29015163,1.05315661,1.4565419,0.4051598,0.35871863,0.07349886,-0.24542135
39.703129,-7.748782,32960.86,3942.3,9,10,22,1.42486036,188.73475647,0.15913269,1.03573465,0.1421963,1.10895586,0.50222296,0.38069615,-0.17340164,0.27313215,-0.23118956
39.703129,-7.748782,32960.86,3942.3,9,10,27,1.63265729,161.40501404,-0.42997089,1.27800286,0.068115,1.02987146,0.81335419,0.53449649,-0.10483646,0.22112724,-0.28087282
39.703129,-7.748782,32960.86,3942.3,9,10,32,1.63084173,197.45187378,0.43748236,1.39159179,0.17383268,0.54371071,0.59909433,0.29368156,0.11585554,0.04771455,-0.16299599
39.703129,-7.748782,32960.86,3942.3,9,10,37,0.94466031,178.88978577,-0.01345691,0.69439602,0.18002832,0.45511916,0.21826817,0.22797078,0.06335706,0.0277753,-0.0749238
39.703129,-7.748782,32960.86,3942.3,9,10,42,1.8346566,199.66029358,0.49325073,1.38060999,0.25583234,1.91323495,1.84999716,0.37411913,1.05269885,0.16998035,-0.22310418
39.703129,-7.748782,32960.86,3942.3,9,10,47,1.6924876,174.85316467,-0.13537648,1.50298905,0.04104333,0.60526097,0.88394105,0.45273989,-0.14199018,0.17383696,-0.35077718
39.703129,-7.748782,32960.86,3942.3,9,10,52,1.0170747,169.35995483,-0.15446503,0.82219756,0.04333833,0.31207678,0.37701985,0.12440583,-0.02335723,0.0454263,-0.08493618
39.703129,-7.748782,32960.86,3942.3,9,10,57,0.91533697,178.72720337,-0.01708767,0.76908892,0.06229628,0.26083687,0.18200077,0.1307624,0.04024245,0.05226005,-0.05209182
39.703129,-7.748782,32960.86,3942.3,9,11,2,1.38701332,175.08457947,-0.09051772,1.05251527,0.0221913,0.85844499,1.00733948,0.31863013,-0.04971485,0.06369035,-0.29222491
39.703129,-7.748782,32960.86,3942.3,9,11,7,1.25973582,198.71881104,0.32778752,0.96736032,-0.0143726,1.05916989,0.71566647,0.14775825,0.42992696,0.02935283,-0.02568861
39.703129,-7.748782,32960.86,3942.3,9,11,12,1.32636619,211.69483948,0.61587721,0.9973911,0.31936654,0.33663487,0.64382404,0.24030077,0.07143129,0.00676284,-0.19841637
39.703129,-7.748782,32960.86,3942.3,9,11,17,1.4628551,209.73808289,0.60476732,1.05863428,0.29726377,0.72471792,0.64067322,0.28262854,-0.08937029,0.07489069,-0.21482472
39.703129,-7.748782,32960.86,3942.3,9,11,22,1.27666235,204.46005249,0.44747454,0.98371041,0.15748167,0.53085417,0.67572767,0.21895756,0.17153513,0.02942684,-0.10197175
39.703129,-7.748782,32960.86,3942.3,9,11,27,0.93033826,205.92356873,0.35684988,0.73413455,0.14641559,0.30228707,0.64798152,0.09922982,0.26479375,-0.02637301,-0.0907194
39.703129,-7.748782,32960.86,3942.3,9,11,32,1.15045619,217.75860596,0.60239804,0.77776629,0.16643059,0.40738216,0.40645427,0.21614596,0.12181658,0.01198536,-0.1551142
39.703129,-7.748782,32960.86,3942.3,9,11,37,1.3215915,195.04013062,0.2652882,0.9873023,0.16304499,0.59331077,0.7258746,0.20824394,0.22321139,0.02043601,-0.19076504
39.703129,-7.748782,32960.86,3942.3,9,11,42,0.64984459,203.21455383,0.20216711,0.47136053,0.09253457,0.18344462,0.18520905,0.08019535,0.05175088,-0.01339758,-0.06519695
39.703129,-7.748782,32960.86,3942.3,9,11,47,0.81337357,159.07637024,-0.17433348,0.45596999,-0.04665556,0.32496691,0.296101,0.22954069,0.03476124,-0.01191933,-0.05436115
39.703129,-7.748782,32960.86,3942.3,9,11,52,0.8474918,198.8483429,0.23780587,0.69662273,0.12180803,0.16205533,0.20042844,0.08854995,-0.02811125,0.02537764,-0.08391234
39.703129,-7.748782,32960.86,3942.3,9,11,57,0.84007311,163.00338745,-0.18941659,0.61968476,0.05025,0.26067781,0.38189241,0.1015385,0.06438699,0.01452975,-0.09724279
