Latitude(deg),Longitude(deg),(East),(North),Day,Hour,Minute,(m/s),(deg),u(m/s),v(m/s),w(m/s)," u""(m/s) "," v""(m/s) "," w""(m/s) ",uv(m/s),uw(m/s),vw(m/s)
39.705971,-7.74373,33394.18,4258.87,9,5,36,4.00475264,213.16763306,2.17394614,3.32623696,0.63017988,0.18099843,0.28951421,0.1387472,-0.03253643,0.00054994,-0.03083017
39.705971,-7.74373,33394.18,4258.87,9,5,41,3.87961793,210.62112427,1.96144664,3.31383538,0.69293088,0.20263021,0.32679206,0.11595484,0.03542075,-0.01371919,-0.03539477
39.705971,-7.74373,33394.18,4258.87,9,5,46,3.72204781,213.41938782,2.04131103,3.09353304,0.63443702,0.12928849,0.15429634,0.06681675,0.02633064,-0.00220383,-0.01975043
39.705971,-7.74373,33394.18,4258.87,9,5,51,3.94039202,215.4221344,2.27454019,3.1979723,0.69482344,0.15578975,0.18281695,0.07807427,0.04959356,-0.00666891,-0.01339631
39.705971,-7.74373,33394.18,4258.87,9,5,56,4.42220116,208.2071228,2.07118416,3.86158967,0.68736553,0.22780894,0.54366755,0.1499088,-0.06057919,0.02784394,-0.02018804
39.705971,-7.74373,33394.18,4258.87,9,6,1,4.19987631,209.23933411,2.02828407,3.62334347,0.69192433,0.32328212,0.46653771,0.18625106,-0.03841077,-0.01132589,-0.03919604
39.705971,-7.74373,33394.18,4258.87,9,6,6,4.31400585,217.457901,2.60853958,3.40469098,0.74675328,0.16695526,0.54784584,0.14900051,0.10582946,-0.03279086,-0.1017997
39.705971,-7.74373,33394.18,4258.87,9,6,11,4.38631248,218.42643738,2.68333483,3.38231945,0.74397337,0.45965579,0.51415014,0.20643383,-0.10397495,0.04140006,-0.11686108
39.705971,-7.74373,33394.18,4258.87,9,6,16,4.6832552,211.38774109,2.40854287,3.94772506,0.75406897,0.43659541,0.87753022,0.294489,0.02946661,-0.05878311,-0.07737856
39.705971,-7.74373,33394.18,4258.87,9,6,21,5.13786173,211.35372925,2.6208396,4.30143166,0.93395501,0.84533,1.03119171,0.37494725,-0.07755487,0.05940804,-0.21878223
39.705971,-7.74373,33394.18,4258.87,9,6,26,5.27137327,226.63897705,3.77150416,3.56167722,1.21627748,0.58747983,0.83569503,0.31610721,-0.15949118,0.02043867,-0.16216664
39.705971,-7.74373,33394.18,4258.87,9,6,31,5.82293749,237.26928711,4.80887365,3.09088326,1.30426049,0.60133612,1.41228354,0.33777335,-0.07344494,-0.0582292,-0.19616304
39.705971,-7.74373,33394.18,4258.87,9,6,36,6.11718225,231.53883362,4.6921978,3.72715306,1.41283095,0.63049489,1.83564687,0.29551244,-0.08040112,-0.07397442,-0.18337871
39.705971,-7.74373,33394.18,4258.87,9,6,41,5.71919155,222.65290833,3.83065152,4.15808868,1.1145103,0.39568594,0.88044298,0.30138189,-0.09826861,0.00018551,-0.14809442
39.705971,-7.74373,33394.18,4258.87,9,6,46,5.61746883,222.06793213,3.71723938,4.1185813,1.08852434,0.38601115,0.84887677,0.27856001,-0.18023741,0.00775878,-0.04568096
39.705971,-7.74373,33394.18,4258.87,9,6,51,5.51755285,229.1783905,4.1115284,3.55168271,1.27398169,0.4807381,0.97838223,0.2523959,-0.16455132,0.0380718,-0.12836468
39.705971,-7.74373,33394.18,4258.87,9,6,56,5.97760487,217.24072266,3.56420779,4.68874598,1.08246839,0.45627156,1.5438205,0.34098399,-0.14833355,0.03231067,-0.08179674
39.705971,-7.74373,33394.18,4258.87,9,7,1,6.90337658,229.55744934,5.16214609,4.39994621,1.46049297,0.87447166,1.40717328,0.18924809,-0.46295643,0.07747749,-0.13036646
39.705971,-7.74373,33394.18,4258.87,9,7,6,6.00529718,230.19026184,4.56375074,3.80368781,1.34777021,0.49174574,0.82887208,0.27975887,-0.07577025,-0.03572255,-0.05872874
39.705971,-7.74373,33394.18,4258.87,9,7,11,6.22668266,230.63830566,4.76517868,3.90882993,1.22050297,0.47565177,0.79921424,0.28475541,-0.08604759,-0.10865948,-0.03776376
39.705971,-7.74373,33394.18,4258.87,9,7,16,4.73476696,231.93789673,3.70378304,2.90018249,1.14133739,0.36554125,0.31567389,0.1475917,0.04002122,-0.01313517,-0.01992897
39.705971,-7.74373,33394.18,4258.87,9,7,21,4.88179159,219.85745239,3.04816413,3.6510694,0.97286427,0.66673857,1.37891936,0.23090817,-0.2272031,0.01949798,-0.03862482
39.705971,-7.74373,33394.18,4258.87,9,7,26,5.73717546,214.67396545,3.24214745,4.68680429,0.9191106,0.40283003,0.33764821,0.21243559,-0.05374042,0.03160547,-0.02252048
39.705971,-7.74373,33394.18,4258.87,9,7,31,4.97524071,218.69549561,3.09284282,3.86112022,0.84452534,0.21194018,0.35827759,0.19831721,-0.00502889,0.03086215,-0.06002517
39.705971,-7.74373,33394.18,4258.87,9,7,36,5.0622673,219.92434692,3.20596075,3.83097672,0.916776,0.4518691,0.58385193,0.1657028,-0.14637826,0.06218225,-0.08664634
39.705971,-7.74373,33394.18,4258.87,9,7,41,4.5731678,228.64094543,3.3690536,2.96594357,1.00601602,0.3813647,1.07760751,0.20092064,0.00468287,0.05007393,-0.03922209
39.705971,-7.74373,33394.18,4258.87,9,7,46,4.62561655,236.33848572,3.79091215,2.52454734,1.30773652,1.12705088,1.14261067,0.27075964,0.49291748,0.20083568,-0.01349925
39.705971,-7.74373,33394.18,4258.87,9,7,51,5.54954147,226.04389954,3.90284967,3.76316357,1.38150871,0.77267545,1.15496659,0.52083075,-0.42171827,0.19797757,-0.33919162
39.705971,-7.74373,33394.18,4258.87,9,7,56,6.05615139,212.78085327,3.24944687,5.04585648,0.96876252,0.50840014,1.16455555,0.28645012,0.12231397,0.06141276,-0.10295551
39.705971,-7.74373,33394.18,4258.87,9,8,1,5.89352083,216.92950439,3.49741125,4.65312338,1.05927396,0.83024079,0.67357159,0.32909316,-0.04937243,0.08234099,-0.06192163
39.705971,-7.74373,33394.18,4258.87,9,8,6,5.53638363,229.7474823,4.1898675,3.54730058,1.37979674,0.35362181,0.81127483,0.30679917,0.13262489,-0.00237276,-0.10053536
39.705971,-7.74373,33394.18,4258.87,9,8,11,5.30811262,225.28935242,3.71575403,3.67841244,1.15890574,0.42730045,0.9578532,0.24736121,-0.14329334,0.08630385,-0.09264768
39.705971,-7.74373,33394.18,4258.87,9,8,16,4.74039459,219.63995361,2.89663982,3.49646807,1.00154209,0.82490104,1.97881281,0.45474812,-0.61437601,0.19573799,-0.43726823
39.705971,-7.74373,33394.18,4258.87,9,8,21,5.54152536,216.93240356,3.28692079,4.37261581,0.96257997,0.71249837,0.80476487,0.3617382,-0.05481158,0.07896313,-0.05423953
39.705971,-7.74373,33394.18,4258.87,9,8,26,5.0344243,213.20378113,2.71026206,4.14111805,0.91058964,0.73406225,0.78656614,0.4037286,-0.08463381,0.12047838,-0.15810223
39.705971,-7.74373,33394.18,4258.87,9,8,31,6.39188623,216.84742737,3.76248956,5.02075243,1.12313068,1.36778235,1.26274526,0.4684217,-0.18386336,0.29280218,-0.18850635
39.705971,-7.74373,33394.18,4258.87,9,8,36,5.51963615,205.40130615,2.32472062,4.89556122,0.91476685,0.86528462,1.45705569,0.48640302,-0.03855004,0.09063626,-0.23420753
39.705971,-7.74373,33394.18,4258.87,9,8,41,5.51530361,206.64897156,2.43457484,4.85137367,0.94149232,1.1452899,2.23475266,0.63237005,0.63884157,0.09359442,-0.24497445
39.705971,-7.74373,33394.18,4258.87,9,8,46,5.79211998,225.25520325,4.0001688,3.96469307,1.3445096,1.03756428,1.49812818,0.49587503,-0.55529755,0.25503695,-0.3341614
39.705971,-7.74373,33394.18,4258.87,9,8,51,6.23883724,227.19793701,4.50169563,4.16891718,1.42896569,1.03780806,1.20938063,0.5561564,-0.16688375,0.23402523,-0.19901609
39.705971,-7.74373,33394.18,4258.87,9,8,56,5.76567745,214.16091919,3.17525363,4.67910671,1.06633914,1.20061815,1.75920284,0.44184798,0.2296055,0.08747321,-0.24162632
39.705971,-7.74373,33394.18,4258.87,9,9,1,6.3923912,209.61569214,3.09763551,5.44934845,1.08887076,1.15640795,2.61903667,0.53520334,0.0543418,0.22699292,-0.10012759
39.705971,-7.74373,33394.18,4258.87,9,9,6,6.82691193,209.94148254,3.36428308,5.84087706,0.94516569,1.2518121,0.91349059,0.48000777,0.07731467,0.15165316,-0.12485587
39.705971,-7.74373,33394.18,4258.87,9,9,11,5.53592205,212.05162048,2.86326265,4.5730052,0.93934876,1.48717988,1.4316268,0.57413864,-0.08148088,0.31208619,-0.17848665
39.705971,-7.74373,33394.18,4258.87,9,9,16,7.45421267,233.74017334,5.83582211,4.28054047,1.96502328,2.78340125,2.57497215,0.77351272,-0.36951119,0.67318583,-0.31322062
39.705971,-7.74373,33394.18,4258.87,9,9,21,8.18519497,225.48722839,5.73497248,5.6382556,1.91449201,1.87659013,3.70820022,0.74767339,0.42208743,0.27531514,-0.11578582
39.705971,-7.74373,33394.18,4258.87,9,9,26,7.37342167,220.53684998,4.7190547,5.51811314,1.44653893,0.73090798,3.25060582,0.56451821,0.26299483,0.04809215,-0.44052815
39.705971,-7.74373,33394.18,4258.87,9,9,31,6.67833471,206.41479492,2.91541886,5.86926699,1.15169048,1.22268736,2.64024854,0.71740621,-0.04749476,0.14824918,-0.29931867
39.705971,-7.74373,33394.18,4258.87,9,9,37,5.97417164,205.58129883,2.506531,5.23591995,1.09375858,1.60820031,2.2487886,0.7444126,-0.08832784,0.34069803,-0.32836428
39.705971,-7.74373,33394.18,4258.87,9,9,42,6.58562756,213.51689148,3.5515244,5.3623333,1.14791644,1.48999035,2.79113197,0.99051833,-0.03324956,0.33981469,-0.48879525
39.705971,-7.74373,33394.18,4258.87,9,9,47,7.19924641,207.99241638,3.30514741,6.21806479,1.06358767,1.26466513,2.62976623,0.51004666,-0.72834677,0.23940285,-0.23213686
39.705971,-7.74373,33394.18,4258.87,9,9,52,6.01774549,216.95376587,3.53416133,4.69787359,1.02823317,1.49180937,1.20963728,0.48235917,-0.26911476,0.26437828,-0.18566222
39.705971,-7.74373,33394.18,4258.87,9,9,57,5.56565475,226.96977234,3.99768829,3.73185015,1.36309958,0.98112327,1.01342022,0.42950517,-0.03689292,0.17002657,-0.14421433
39.705971,-7.74373,33394.18,4258.87,9,10,2,6.7415204,205.1282959,2.76463819,5.89429092,0.9813208,3.53935838,2.28602076,0.79106617,0.13045253,0.72597897,-0.24663688
39.705971,-7.74373,33394.18,4258.87,9,10,7,6.31479979,219.879776,3.97730184,4.76021385,1.40463281,1.31473887,1.60315549,0.61105251,0.08192598,0.14992575,-0.21969418
39.705971,-7.74373,33394.18,4258.87,9,10,12,5.75909567,219.79127502,3.55344391,4.26629686,1.40887237,1.75515902,2.18815637,0.73319632,-0.38066158,0.18576372,-0.32671675
39.705971,-7.74373,33394.18,4258.87,9,10,17,6.9912076,205.95016479,3.01193619,6.18903971,1.04602599,1.05317843,2.19627595,0.66500217,-0.13219975,0.0169913,-0.18014026
39.705971,-7.74373,33394.18,4258.87,9,10,22,7.71534443,201.67959595,2.82253027,7.10006523,1.07997167,0.81034285,1.82004023,0.53533447,-0.14693816,0.03695599,-0.17527795
39.705971,-7.74373,33394.18,4258.87,9,10,27,7.05956078,212.03384399,3.69568992,5.90657234,1.21917224,1.09413373,1.91213834,0.41134098,0.12430616,0.10835187,-0.08661332
39.705971,-7.74373,33394.18,4258.87,9,10,32,5.93297005,220.0967865,3.77156949,4.47939205,1.17948532,0.56735498,1.34316599,0.2787281,0.02465329,0.07198219,-0.19823952
39.705971,-7.74373,33394.18,4258.87,9,10,37,5.34769201,226.61485291,3.8201313,3.61064267,1.23244464,0.65934765,1.30959594,0.38227019,-0.00294143,0.00978265,-0.19676358
39.705971,-7.74373,33394.18,4258.87,9,10,42,5.9864893,225.38409424,4.16397047,4.10851431,1.46461856,1.11603141,1.68920934,0.46623152,-0.14470217,0.18110639,-0.33196008
39.705971,-7.74373,33394.18,4258.87,9,10,47,7.21901989,207.87519836,3.31211472,6.26205015,1.03423047,1.54773486,1.22917724,0.38074008,-0.50496817,0.309495,-0.22704092
39.705971,-7.74373,33394.18,4258.87,9,10,52,5.8241272,228.89006042,4.33986187,3.78722858,1.46520901,0.98026502,1.39651597,0.23040131,0.48325944,0.06394006,-0.08667328
39.705971,-7.74373,33394.18,4258.87,9,10,57,7.63624525,226.82234192,5.51348591,5.17346334,1.85922885,0.85444534,1.58640265,0.42942134,0.11002322,0.02778484,-0.08708036
39.705971,-7.74373,33394.18,4258.87,9,11,2,6.42864895,226.67021179,4.59810495,4.33755064,1.53145897,0.94404918,1.70619535,0.36805394,-0.03299419,0.0689618,-0.25027263
39.705971,-7.74373,33394.18,4258.87,9,11,7,6.183249,224.56809998,4.28179932,4.34684324,1.3804096,0.81261438,1.3411901,0.37490475,0.08832131,0.04805042,-0.25144511
39.705971,-7.74373,33394.18,4258.87,9,11,12,8.65896511,220.89002991,5.58874989,6.4540987,1.89456534,1.55683994,2.39546657,0.56671357,-0.11515718,0.16325594,-0.29469758
39.705971,-7.74373,33394.18,4258.87,9,11,17,6.98851919,230.19010925,5.32226706,4.43590307,1.83387744,0.67836565,1.41732109,0.26313144,0.28294432,0.05400879,-0.01978748
39.705971,-7.74373,33394.18,4258.87,9,11,22,6.59862709,226.01847839,4.72079468,4.55587673,1.5089376,0.38434699,0.64623886,0.24521789,0.03100928,-0.0450487,-0.03699665
39.705971,-7.74373,33394.18,4258.87,9,11,27,6.53106642,226.01542664,4.67332363,4.51054573,1.48367584,0.44301972,0.5570454,0.16756208,0.04911494,-0.03329333,-0.03063175
39.705971,-7.74373,33394.18,4258.87,9,11,32,6.22745275,222.33018494,4.1662693,4.57382822,1.36861777,0.42312577,0.59329236,0.24078611,0.01770373,0.03595144,-0.13307188
39.705971,-7.74373,33394.18,4258.87,9,11,37,5.60722971,223.25447083,3.82586527,4.06637812,1.27654231,0.23790662,0.4098132,0.15917942,0.06148164,-0.00853344,-0.02524889
39.705971,-7.74373,33394.18,4258.87,9,11,42,4.9809289,223.41801453,3.39649701,3.58943295,1.11381078,0.29094917,0.45587811,0.18012013,-0.01748229,-0.00878453,-0.06841221
39.705971,-7.74373,33394.18,4258.87,9,11,47,4.21291685,232.02510071,3.30634046,2.58086395,0.95503247,0.16569391,0.24447043,0.12108112,0.06040689,-0.00016139,0.00162439
39.705971,-7.74373,33394.18,4258.87,9,11,52,4.26223183,237.57350159,3.5742259,2.27059174,0.92772651,0.19954832,0.29728046,0.10491693,0.04203454,-0.03545306,-0.01797566
39.705971,-7.74373,33394.18,4258.87,9,11,57,3.18427539,220.54406738,2.01379418,2.35418129,0.77024651,0.72534829,0.33646297,0.1180108,0.02344603,0.03698766,-0.00171444
39.705971,-7.74373,33394.18,4258.87,9,12,2,4.91548729,216.55227661,2.86661291,3.86662102,0.95667779,0.87854069,1.85734987,0.41294357,0.20547713,-0.02924059,-0.08180758
